Transaction_id,Transaction_date,Transaction_time,Transaction_qty,Store_id,Store_location,Product_id,Unit_price,Product_category,Product_name,Product_detail,Total Sales (Revenue),Year,Month Number,Month Name,Day of Week
1267,03-01-2023,11:51:18,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,2023,1,Jan,Tuesday
1268,03-01-2023,11:52:48,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,2023,1,Jan,Tuesday
1269,03-01-2023,11:56:15,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2023,1,Jan,Tuesday
1270,03-01-2023,11:56:15,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023,1,Jan,Tuesday
1271,03-01-2023,11:57:06,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,2023,1,Jan,Tuesday
1272,03-01-2023,11:57:55,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,2023,1,Jan,Tuesday
1273,03-01-2023,11:58:06,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2023,1,Jan,Tuesday
1274,03-01-2023,11:58:07,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6,2023,1,Jan,Tuesday
1275,03-01-2023,11:59:06,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023,1,Jan,Tuesday
1276,03-01-2023,11:59:16,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,2023,1,Jan,Tuesday
1277,03-01-2023,11:59:49,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,6,2023,1,Jan,Tuesday
1278,03-01-2023,12:00:52,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,2023,1,Jan,Tuesday
1279,03-01-2023,12:04:32,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023,1,Jan,Tuesday
1280,03-01-2023,12:05:39,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,2023,1,Jan,Tuesday
1281,03-01-2023,12:06:47,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023,1,Jan,Tuesday
1282,03-01-2023,12:08:20,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,2023,1,Jan,Tuesday
1283,03-01-2023,12:14:46,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2023,1,Jan,Tuesday
1284,03-01-2023,12:16:03,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,2023,1,Jan,Tuesday
1285,03-01-2023,12:16:30,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2023,1,Jan,Tuesday
1286,03-01-2023,12:17:20,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2023,1,Jan,Tuesday
1287,03-01-2023,12:20:44,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6,2023,1,Jan,Tuesday
1288,03-01-2023,12:20:50,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,2023,1,Jan,Tuesday
1289,03-01-2023,12:23:36,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2023,1,Jan,Tuesday
1290,03-01-2023,12:26:03,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,2023,1,Jan,Tuesday
1291,03-01-2023,12:27:58,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,2023,1,Jan,Tuesday
1292,03-01-2023,12:30:20,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,2023,1,Jan,Tuesday
1293,03-01-2023,12:31:47,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,2023,1,Jan,Tuesday
1294,03-01-2023,12:35:27,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,2023,1,Jan,Tuesday
1295,03-01-2023,12:36:05,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,2023,1,Jan,Tuesday
1296,03-01-2023,12:37:48,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,2023,1,Jan,Tuesday
1297,03-01-2023,12:38:56,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2023,1,Jan,Tuesday
1298,03-01-2023,12:40:55,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,2023,1,Jan,Tuesday
1299,03-01-2023,12:44:41,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2023,1,Jan,Tuesday
1300,03-01-2023,12:45:07,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,2023,1,Jan,Tuesday
1301,03-01-2023,12:45:07,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023,1,Jan,Tuesday
1302,03-01-2023,12:46:52,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,2023,1,Jan,Tuesday
1303,03-01-2023,12:47:41,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,2023,1,Jan,Tuesday
1304,03-01-2023,12:48:20,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,2023,1,Jan,Tuesday
1305,03-01-2023,12:48:38,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,2023,1,Jan,Tuesday
1306,03-01-2023,12:48:38,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023,1,Jan,Tuesday
1307,03-01-2023,12:50:34,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,2023,1,Jan,Tuesday
1308,03-01-2023,12:50:49,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,2023,1,Jan,Tuesday
1309,03-01-2023,12:51:17,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,2023,1,Jan,Tuesday
1310,03-01-2023,12:52:36,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,2023,1,Jan,Tuesday
1311,03-01-2023,12:52:36,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1312,03-01-2023,12:52:37,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2023,1,Jan,Tuesday
1313,03-01-2023,12:55:25,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,2023,1,Jan,Tuesday
1314,03-01-2023,12:55:49,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,2023,1,Jan,Tuesday
1315,03-01-2023,12:56:02,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,2023,1,Jan,Tuesday
1316,03-01-2023,12:57:48,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023,1,Jan,Tuesday
1317,03-01-2023,12:58:20,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023,1,Jan,Tuesday
1318,03-01-2023,13:03:37,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,2023,1,Jan,Tuesday
1319,03-01-2023,13:04:25,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2023,1,Jan,Tuesday
1320,03-01-2023,13:04:48,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023,1,Jan,Tuesday
1321,03-01-2023,13:04:48,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1322,03-01-2023,13:05:00,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2023,1,Jan,Tuesday
1323,03-01-2023,13:05:16,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,2023,1,Jan,Tuesday
1324,03-01-2023,13:05:16,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023,1,Jan,Tuesday
1325,03-01-2023,13:06:00,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,2023,1,Jan,Tuesday
1326,03-01-2023,13:07:30,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023,1,Jan,Tuesday
1327,03-01-2023,13:09:01,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,2023,1,Jan,Tuesday
1328,03-01-2023,13:09:01,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1329,03-01-2023,13:12:16,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,2023,1,Jan,Tuesday
1330,03-01-2023,13:12:49,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,2023,1,Jan,Tuesday
1331,03-01-2023,13:12:49,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023,1,Jan,Tuesday
1332,03-01-2023,13:13:33,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6,2023,1,Jan,Tuesday
1333,03-01-2023,13:16:53,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,2023,1,Jan,Tuesday
1334,03-01-2023,13:17:20,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,2023,1,Jan,Tuesday
1335,03-01-2023,13:18:51,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6,2023,1,Jan,Tuesday
1336,03-01-2023,13:18:51,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2023,1,Jan,Tuesday
1337,03-01-2023,13:20:01,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,2023,1,Jan,Tuesday
1338,03-01-2023,13:20:13,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023,1,Jan,Tuesday
1339,03-01-2023,13:24:10,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,2023,1,Jan,Tuesday
1340,03-01-2023,13:26:51,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,2023,1,Jan,Tuesday
1341,03-01-2023,13:26:51,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023,1,Jan,Tuesday
1342,03-01-2023,13:28:12,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,2023,1,Jan,Tuesday
1343,03-01-2023,13:31:04,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,2023,1,Jan,Tuesday
1344,03-01-2023,13:31:04,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1345,03-01-2023,13:34:08,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3,2023,1,Jan,Tuesday
1346,03-01-2023,13:38:29,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,2023,1,Jan,Tuesday
1347,03-01-2023,13:39:52,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2023,1,Jan,Tuesday
1348,03-01-2023,13:41:00,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,2023,1,Jan,Tuesday
1349,03-01-2023,13:44:19,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023,1,Jan,Tuesday
1350,03-01-2023,13:45:54,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,2023,1,Jan,Tuesday
1351,03-01-2023,13:48:42,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,2023,1,Jan,Tuesday
1352,03-01-2023,13:48:44,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,2023,1,Jan,Tuesday
1353,03-01-2023,13:48:44,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2023,1,Jan,Tuesday
1354,03-01-2023,13:52:13,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023,1,Jan,Tuesday
1355,03-01-2023,13:52:13,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2023,1,Jan,Tuesday
1356,03-01-2023,13:57:02,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,2023,1,Jan,Tuesday
1357,03-01-2023,13:57:16,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,2023,1,Jan,Tuesday
1358,03-01-2023,13:57:24,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2023,1,Jan,Tuesday
1359,03-01-2023,13:57:28,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2023,1,Jan,Tuesday
1360,03-01-2023,13:58:14,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,2023,1,Jan,Tuesday
1361,03-01-2023,13:59:44,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,2023,1,Jan,Tuesday
1362,03-01-2023,14:00:27,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,2023,1,Jan,Tuesday
1363,03-01-2023,14:03:06,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,2023,1,Jan,Tuesday
1364,03-01-2023,14:03:48,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,2023,1,Jan,Tuesday
1365,03-01-2023,14:03:54,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2023,1,Jan,Tuesday
1366,03-01-2023,14:04:38,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023,1,Jan,Tuesday
1367,03-01-2023,14:04:48,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,2023,1,Jan,Tuesday
1368,03-01-2023,14:06:01,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,2023,1,Jan,Tuesday
1369,03-01-2023,14:07:15,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,3,2023,1,Jan,Tuesday
1370,03-01-2023,14:08:26,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023,1,Jan,Tuesday
1371,03-01-2023,14:09:18,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2023,1,Jan,Tuesday
1372,03-01-2023,14:09:52,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2023,1,Jan,Tuesday
1373,03-01-2023,14:10:19,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2023,1,Jan,Tuesday
1374,03-01-2023,14:13:15,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,2023,1,Jan,Tuesday
1375,03-01-2023,14:13:47,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,2023,1,Jan,Tuesday
1376,03-01-2023,14:13:47,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023,1,Jan,Tuesday
1377,03-01-2023,14:14:01,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,2023,1,Jan,Tuesday
1378,03-01-2023,14:15:05,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2023,1,Jan,Tuesday
1379,03-01-2023,14:15:50,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,2023,1,Jan,Tuesday
1380,03-01-2023,14:17:42,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2023,1,Jan,Tuesday
1381,03-01-2023,14:18:47,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023,1,Jan,Tuesday
1382,03-01-2023,14:18:47,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2023,1,Jan,Tuesday
1383,03-01-2023,14:18:58,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2023,1,Jan,Tuesday
1384,03-01-2023,14:19:44,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,2023,1,Jan,Tuesday
1385,03-01-2023,14:21:57,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2023,1,Jan,Tuesday
1386,03-01-2023,14:22:00,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2023,1,Jan,Tuesday
1387,03-01-2023,14:22:00,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2023,1,Jan,Tuesday
1388,03-01-2023,14:22:48,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,2023,1,Jan,Tuesday
1389,03-01-2023,14:23:43,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,2023,1,Jan,Tuesday
1390,03-01-2023,14:23:54,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,2023,1,Jan,Tuesday
1391,03-01-2023,14:24:01,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,2023,1,Jan,Tuesday
1392,03-01-2023,14:24:01,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1393,03-01-2023,14:24:14,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2023,1,Jan,Tuesday
1394,03-01-2023,14:28:01,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,2023,1,Jan,Tuesday
1395,03-01-2023,14:30:24,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,2023,1,Jan,Tuesday
1396,03-01-2023,14:30:38,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3,2023,1,Jan,Tuesday
1397,03-01-2023,14:31:14,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6,2023,1,Jan,Tuesday
1398,03-01-2023,14:33:36,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,2023,1,Jan,Tuesday
1399,03-01-2023,14:34:28,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,2023,1,Jan,Tuesday
1400,03-01-2023,14:35:13,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,2023,1,Jan,Tuesday
1401,03-01-2023,14:37:12,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2023,1,Jan,Tuesday
1402,03-01-2023,14:38:17,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2023,1,Jan,Tuesday
1403,03-01-2023,14:38:17,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2023,1,Jan,Tuesday
1404,03-01-2023,14:41:47,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2023,1,Jan,Tuesday
1405,03-01-2023,14:42:59,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,2023,1,Jan,Tuesday
1406,03-01-2023,14:43:48,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,2023,1,Jan,Tuesday
1407,03-01-2023,14:44:43,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2023,1,Jan,Tuesday
1408,03-01-2023,14:44:43,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023,1,Jan,Tuesday
1409,03-01-2023,14:45:14,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,3,2023,1,Jan,Tuesday
1410,03-01-2023,14:47:09,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,2023,1,Jan,Tuesday
1411,03-01-2023,14:47:10,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,2023,1,Jan,Tuesday
1412,03-01-2023,14:47:10,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023,1,Jan,Tuesday
1413,03-01-2023,14:47:45,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,2023,1,Jan,Tuesday
1414,03-01-2023,14:47:45,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,2023,1,Jan,Tuesday
1415,03-01-2023,14:48:23,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,2023,1,Jan,Tuesday
1416,03-01-2023,14:48:30,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2023,1,Jan,Tuesday
1417,03-01-2023,14:49:31,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2023,1,Jan,Tuesday
1418,03-01-2023,14:49:39,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6,2023,1,Jan,Tuesday
1419,03-01-2023,14:51:06,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6,2023,1,Jan,Tuesday
1420,03-01-2023,14:53:17,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2023,1,Jan,Tuesday
1421,03-01-2023,14:53:17,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,2023,1,Jan,Tuesday
1422,03-01-2023,14:53:51,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,2023,1,Jan,Tuesday
1423,03-01-2023,14:53:52,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2023,1,Jan,Tuesday
1424,03-01-2023,14:54:41,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,2023,1,Jan,Tuesday
1425,03-01-2023,14:54:59,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2023,1,Jan,Tuesday
1426,03-01-2023,14:55:03,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,2023,1,Jan,Tuesday
1427,03-01-2023,14:56:33,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2023,1,Jan,Tuesday
1428,03-01-2023,14:57:23,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,2023,1,Jan,Tuesday
1429,03-01-2023,14:57:49,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2023,1,Jan,Tuesday
1430,03-01-2023,15:00:04,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2023,1,Jan,Tuesday
1431,03-01-2023,15:01:43,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2023,1,Jan,Tuesday
1432,03-01-2023,15:01:43,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2023,1,Jan,Tuesday
1433,03-01-2023,15:02:09,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,2023,1,Jan,Tuesday
1434,03-01-2023,15:02:09,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2023,1,Jan,Tuesday
1435,03-01-2023,15:02:34,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,2023,1,Jan,Tuesday
1436,03-01-2023,15:03:23,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,2023,1,Jan,Tuesday
1437,03-01-2023,15:04:07,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,2023,1,Jan,Tuesday
1438,03-01-2023,15:05:33,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6,2023,1,Jan,Tuesday
1439,03-01-2023,15:06:00,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,2023,1,Jan,Tuesday
1440,03-01-2023,15:06:37,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,2023,1,Jan,Tuesday
1441,03-01-2023,15:06:37,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2023,1,Jan,Tuesday
1442,03-01-2023,15:07:41,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,2023,1,Jan,Tuesday
1443,03-01-2023,15:08:18,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2023,1,Jan,Tuesday
1444,03-01-2023,15:08:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2023,1,Jan,Tuesday
1445,03-01-2023,15:10:02,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,2023,1,Jan,Tuesday
1446,03-01-2023,15:10:51,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,2023,1,Jan,Tuesday
1447,03-01-2023,15:11:28,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,2023,1,Jan,Tuesday
1448,03-01-2023,15:11:28,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3,2023,1,Jan,Tuesday
1449,03-01-2023,15:13:22,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,2023,1,Jan,Tuesday
